This table contains all individual libraries processed,,,,,,,,,,,,,,,,,"Support for different branches based on sequences covering diagnostic positions. Each shows percent support calculted by the number of sequences covering diagnostic positions supporting the relative branch over the total sequences covering diagnostic positions. Significant assignments (lower 95% binomial confidence >10% support) indicated with ""**"". Note that internal branches were not considered for assignment to a lineage. ",,,,,,,,,,,,,
Lines with the same Index Library ID are due to multiple sequencing runs of the same library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All deamination rates were computed by looking at C->T substitutions on the three terminal positions of the 5' and 3' ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field sample ID,MPI-EVA Sample ID,Sub-sample/ Lysate ID,Indexed Library ID,Raw Sequences,Sequences ≥ 35 bp,"Mapped Sequences (≥ 35 bp, mapping quality ≥ 25)","Unique mapped sequences (≥ 35 bp, mapping quality ≥ 25)",% of sequences identified as hominin,Unique hominin sequences,Duplication rate,5' C->T substitutions [%],3' C->T substitutions [%],5' C->T substitutions [%] (95% binomial confidence intervals),3' C->T substitutions [%] (95% binomial confidence intervals),Ancient hominin mtDNA present, Number of deaminated sequences,Modern human support (all sequences),Modern human support (deaminated sequences only),Neanderthal-Hohlenstein-Stadel shared branch support (all sequences),Neanderthal-Hohlenstein-Stadel shared branch support (deaminated sequences only),Neanderthal support (all sequences),Neanderthal support (deaminated sequences only),Hohlenstein-Stadel support (all sequences),Hohlenstein-Stadel support (deaminated sequences only),Denisovan support (all sequences),Denisovan support (deaminated sequences only),Sima de los Huesos support (all sequences),Sima de los Huesos support (deaminated sequences only),Denisovan-Sima de los Huesos shared branch support (all sequences),Denisovan-Sima de los Huesos shared branch support (deaminated sequences only)
M273 ,SP6927,LYS761,A21038,210638,45798,6468,4403,12.7,16,1.31,0,100,0.0-97.5,2.5-100.0,No,3,100.0% (1 / 1),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 3),0.0% (0 / 1),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 1),0.0% (0 / 7),0.0% (0 / 2)
M273 ,SP6927,LYS761,A21038,1590539,1106003,299008,32951,4.26,159,2.5,26.7,27.8,12.3-45.9,14.2-45.2,Yes,30,**88.9% (8 / 9),100.0% (2 / 2),0.0% (0 / 10),0.0% (0 / 3),10.0% (1 / 10),0.0% (0 / 2),0.0% (0 / 13),0.0% (0 / 1),0.0% (0 / 32),0.0% (0 / 2),0.0% (0 / 28),0.0% (0 / 5),3.0% (1 / 33),14.3% (1 / 7)
M272 ,SP6926,LYS760,A21037,233024,42554,6087,4091,41.27,78,1.29,25,16,9.8-46.7,4.5-36.1,No,18,**100.0% (6 / 6),NA% (0 / 0),0.0% (0 / 8),0.0% (0 / 2),10.0% (1 / 10),33.3% (1 / 3),0.0% (0 / 6),0.0% (0 / 1),0.0% (0 / 15),0.0% (0 / 3),0.0% (0 / 9),0.0% (0 / 2),4.3% (1 / 23),0.0% (0 / 5)
M272 ,SP6926,LYS760,A21037,1551337,1015595,292009,31019,15.34,599,2.96,36.6,20.4,29.2-44.5,14.5-27.4,Yes,138,**93.6% (44 / 47),**77.8% (7 / 9),6.1% (3 / 49),0.0% (0 / 14),8.9% (4 / 45),0.0% (0 / 6),0.0% (0 / 52),0.0% (0 / 8),0.9% (1 / 110),3.4% (1 / 29),2.7% (2 / 73),0.0% (0 / 12),1.9% (3 / 160),0.0% (0 / 36)
M271 ,SP6925,LYS759,A21036,239230,50450,7389,5058,12.64,22,1.05,37.5,0,8.5-75.5,0.0-41.0,No,7,100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 3),0.0% (0 / 1),0.0% (0 / 5),0.0% (0 / 2),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 2),14.3% (1 / 7),50.0% (1 / 2)
M271 ,SP6925,LYS759,A21036,1749431,1202143,345750,36110,9.77,448,2.09,38.6,21.6,29.1-48.8,14.5-30.1,Yes,97,**100.0% (25 / 25),**100.0% (3 / 3),2.4% (1 / 41),0.0% (0 / 7),7.4% (2 / 27),0.0% (0 / 12),0.0% (0 / 29),0.0% (0 / 7),1.3% (1 / 76),8.3% (1 / 12),2.7% (2 / 73),5.9% (1 / 17),0.9% (1 / 110),0.0% (0 / 26)
M270 ,SP6924,LYS758,A21035,221981,46112,6890,4790,13.61,20,1.25,66.7,0,9.4-99.2,0.0-45.9,No,3,**100.0% (5 / 5),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 6),0.0% (0 / 1),0.0% (0 / 6),0.0% (0 / 1)
M270 ,SP6924,LYS758,A21035,1445027,972278,279775,34497,7.21,299,1.88,36.8,16.4,26.1-48.7,8.8-27.0,No,66,**90.3% (28 / 31),**83.3% (5 / 6),4.5% (1 / 22),0.0% (0 / 3),21.4% (3 / 14),50.0% (1 / 2),4.5% (1 / 22),0.0% (0 / 3),0.0% (0 / 62),0.0% (0 / 14),2.6% (1 / 39),10.0% (1 / 10),2.9% (2 / 69),5.6% (1 / 18)
M269 ,SP6923,LYS757,A21034,244068,41411,6351,4423,12.4,16,1.25,50,0,6.8-93.2,0.0-70.8,No,2,100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 3),0.0% (0 / 1),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 1),0.0% (0 / 5),NA% (0 / 0),25.0% (1 / 4),100.0% (1 / 1)
M269 ,SP6923,LYS757,A21034,1676434,1068565,340130,36155,8.51,423,1.94,35,24.2,25.8-45.0,16.2-33.9,Yes,95,**100.0% (32 / 32),**100.0% (7 / 7),7.7% (3 / 39),9.1% (1 / 11),0.0% (0 / 25),0.0% (0 / 4),0.0% (0 / 39),0.0% (0 / 10),1.3% (1 / 79),0.0% (0 / 18),0.0% (0 / 41),0.0% (0 / 8),2.4% (2 / 82),6.7% (1 / 15)
M268 ,SP6922,LYS756,A21033,134814,28406,4081,3184,25.4,32,1.03,22.2,28.6,2.8-60.0,3.7-71.0,No,7,**100.0% (4 / 4),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 9),0.0% (0 / 2),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 11),0.0% (0 / 2)
M268 ,SP6922,LYS756,A21033,1505127,1028031,288035,34843,12.49,627,1.93,30,21.1,23.4-37.3,15.1-28.1,Yes,135,**100.0% (56 / 56),**100.0% (15 / 15),0.0% (0 / 50),0.0% (0 / 12),0.0% (0 / 41),0.0% (0 / 13),4.3% (2 / 46),8.3% (1 / 12),0.8% (1 / 126),0.0% (0 / 24),0.0% (0 / 76),0.0% (0 / 13),1.4% (2 / 141),0.0% (0 / 23)
M267 ,SP6921,LYS755,A21032,98355,20229,3532,2948,17.43,19,1.05,20,20,0.5-71.6,0.5-71.6,No,4,**100.0% (3 / 3),100.0% (1 / 1),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 1),0.0% (0 / 1),0.0% (0 / 1),NA% (0 / 0),11.1% (1 / 9),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 1)
M267 ,SP6921,LYS755,A21032,1518934,1003746,307323,36611,12.41,571,1.74,27.8,18.4,21.0-35.5,12.5-25.6,Yes,111,**98.1% (52 / 53),**100.0% (9 / 9),0.0% (0 / 29),0.0% (0 / 8),0.0% (0 / 41),0.0% (0 / 11),0.0% (0 / 43),0.0% (0 / 8),1.8% (2 / 112),8.7% (2 / 23),0.0% (0 / 85),0.0% (0 / 9),2.1% (3 / 145),2.8% (1 / 36)
M266 ,SP6920,LYS754,A21031,1546768,1026649,322901,35078,15.8,607,1.66,32.6,16.7,25.6-40.1,11.5-23.1,Yes,111,**96.1% (49 / 51),**83.3% (5 / 6),0.0% (0 / 47),0.0% (0 / 11),0.0% (0 / 27),0.0% (0 / 2),0.0% (0 / 48),0.0% (0 / 7),1.0% (1 / 105),4.5% (1 / 22),0.0% (0 / 77),0.0% (0 / 18),0.8% (1 / 127),0.0% (0 / 16)
M266 ,SP6920,LYS754,A21031,182389,37153,6770,4820,21.32,29,1.07,36.4,12.5,10.9-69.2,0.3-52.7,No,5,**100.0% (5 / 5),NA% (0 / 0),0.0% (0 / 2),0.0% (0 / 1),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 2),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0)
M265 ,SP6919,LYS753,A21030,184188,34472,5598,4043,25.17,36,1.25,20,0,0.5-71.6,0.0-97.5,No,4,100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 1),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 1),0.0% (0 / 10),0.0% (0 / 2),0.0% (0 / 9),NA% (0 / 0),0.0% (0 / 11),0.0% (0 / 1)
M265 ,SP6919,LYS753,A21030,1616691,1055815,314037,33580,10.59,440,2.47,22.2,14.6,15.1-30.8,8.9-22.1,No,65,**100.0% (42 / 42),**100.0% (6 / 6),0.0% (0 / 33),0.0% (0 / 6),0.0% (0 / 29),0.0% (0 / 6),0.0% (0 / 35),0.0% (0 / 5),0.0% (0 / 87),0.0% (0 / 15),2.3% (1 / 43),0.0% (0 / 5),0.8% (1 / 123),0.0% (0 / 16)
M264 ,SP6918,LYS752,A21029,1919802,1301931,384490,38553,16.6,847,1.91,42.2,17.1,35.9-48.7,12.3-22.9,Yes,217,**97.0% (64 / 66),**94.1% (16 / 17),0.0% (0 / 72),0.0% (0 / 18),1.8% (1 / 57),6.2% (1 / 16),1.4% (1 / 71),0.0% (0 / 14),0.0% (0 / 151),0.0% (0 / 35),0.8% (1 / 120),4.8% (1 / 21),0.6% (1 / 174),2.1% (1 / 47)
M264 ,SP6918,LYS752,A21029,210690,45434,7686,5442,15.87,33,1.09,33.3,22.2,9.9-65.1,2.8-60.0,No,10,**100.0% (6 / 6),100.0% (2 / 2),0.0% (0 / 3),0.0% (0 / 2),0.0% (0 / 3),NA% (0 / 0),50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 1),0.0% (0 / 10),0.0% (0 / 2),0.0% (0 / 10),0.0% (0 / 2)
M263 ,SP6917,LYS751,A21028,195727,43878,6715,4773,4.67,5,1,0,NA,0.0-97.5,NA,No,0,NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0)
M263 ,SP6917,LYS751,A21028,1183809,837642,238665,35146,1.33,55,1.42,54.5,26.7,23.4-83.3,7.8-55.1,No,15,100.0% (1 / 1),NA% (0 / 0),25.0% (1 / 4),50.0% (1 / 2),33.3% (1 / 3),0.0% (0 / 1),0.0% (0 / 3),NA% (0 / 0),28.6% (2 / 7),50.0% (1 / 2),0.0% (0 / 1),NA% (0 / 0),30.0% (3 / 10),**60.0% (3 / 5)
M263 ,SP6917,LYS751,A27303,6754089,5678787,1502072,39498,0,0,NA,NA,NA,NA,NA,No,0,NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0)
M262 ,SP6916,LYS750,A21027,163428,30634,4874,3710,4.63,5,1,NA,0,NA,0.0-84.2,No,0,NA% (0 / 0),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0)
M262 ,SP6916,LYS750,A21027,1550024,1036128,311411,36805,3.85,197,1.52,19.5,17.8,8.8-34.9,8.0-32.1,No,32,**60.0% (6 / 10),NA% (0 / 0),**28.6% (6 / 21),25.0% (1 / 4),**50.0% (6 / 12),0.0% (0 / 1),0.0% (0 / 17),0.0% (0 / 2),**23.7% (9 / 38),**71.4% (5 / 7),0.0% (0 / 22),0.0% (0 / 3),10.8% (4 / 37),27.3% (3 / 11)
M261 ,SP6915,LYS749,A21026,1809164,1125165,378659,30246,3.45,131,3.94,43.3,32,25.5-62.6,14.9-53.5,Yes,26,**50.0% (3 / 6),0.0% (0 / 1),10.0% (1 / 10),33.3% (1 / 3),33.3% (1 / 3),100.0% (1 / 1),0.0% (0 / 11),0.0% (0 / 1),**46.4% (13 / 28),**80.0% (4 / 5),0.0% (0 / 14),0.0% (0 / 4),**32.0% (8 / 25),**60.0% (3 / 5)
M260 ,SP6914,LYS748,A21025,1682473,920263,18443,89,100,60,226.87,0,10,0.0-16.8,0.3-44.5,No,1,100.0% (2 / 2),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 8),0.0% (0 / 1),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0)
M259 ,SP6913,LYS747,A21024,1637440,952136,218727,11373,10.1,106,18.71,6.2,3.8,0.2-30.2,0.1-19.6,No,2,**100.0% (12 / 12),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 17),NA% (0 / 0),0.0% (0 / 15),NA% (0 / 0),0.0% (0 / 24),NA% (0 / 0)
M258 ,SP6912,LYS746,A21023,169663,34528,4851,3543,42.76,65,1.15,43.5,36.4,23.2-65.5,10.9-69.2,Yes,16,**100.0% (7 / 7),100.0% (2 / 2),10.0% (1 / 10),0.0% (0 / 2),0.0% (0 / 6),0.0% (0 / 1),0.0% (0 / 8),0.0% (0 / 1),0.0% (0 / 9),0.0% (0 / 4),0.0% (0 / 13),0.0% (0 / 2),0.0% (0 / 18),0.0% (0 / 5)
M258 ,SP6912,LYS746,A21023,1959546,1314856,361235,34094,21.81,977,2.9,33.7,18.9,28.1-39.7,14.4-24.2,Yes,217,**94.4% (84 / 89),**100.0% (20 / 20),1.0% (1 / 102),0.0% (0 / 26),3.1% (2 / 64),0.0% (0 / 12),0.0% (0 / 82),0.0% (0 / 20),0.5% (1 / 183),0.0% (0 / 40),0.0% (0 / 136),0.0% (0 / 29),3.1% (7 / 226),1.8% (1 / 55)
M258 ,SP6912,LYS746,A27302,1504171,1219350,245602,17565,26.26,397,6.78,34.8,19.6,25.1-45.4,12.7-28.2,Yes,84,**100.0% (46 / 46),**100.0% (10 / 10),0.0% (0 / 32),0.0% (0 / 7),0.0% (0 / 29),0.0% (0 / 6),0.0% (0 / 25),0.0% (0 / 5),0.0% (0 / 106),0.0% (0 / 21),0.0% (0 / 70),0.0% (0 / 15),0.0% (0 / 99),0.0% (0 / 30)
M257 ,SP6911,LYS745,A21022,292063,60297,8730,5347,39.02,103,1.21,25,12.1,8.7-49.1,3.4-28.2,No,20,**90.9% (10 / 11),**100.0% (2 / 2),10.0% (1 / 10),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 2),0.0% (0 / 10),0.0% (0 / 1),0.0% (0 / 21),0.0% (0 / 5),0.0% (0 / 21),0.0% (0 / 5),0.0% (0 / 23),0.0% (0 / 6)
M257 ,SP6911,LYS745,A21022,1544048,1038286,286302,32363,18.53,816,2.73,32.7,15.9,26.4-39.5,11.5-21.2,Yes,170,**93.9% (92 / 98),**96.0% (24 / 25),2.4% (2 / 82),0.0% (0 / 24),1.8% (1 / 56),7.1% (1 / 14),0.0% (0 / 71),0.0% (0 / 16),0.6% (1 / 175),0.0% (0 / 39),0.0% (0 / 115),0.0% (0 / 34),2.7% (5 / 184),0.0% (0 / 35)
M256 ,SP6910,LYS744,A21021,1519750,1023935,282128,33715,12.88,469,2.01,28.8,17.1,21.1-37.6,11.3-24.4,Yes,83,**97.6% (40 / 41),**100.0% (4 / 4),0.0% (0 / 42),0.0% (0 / 9),0.0% (0 / 18),0.0% (0 / 5),2.7% (1 / 37),0.0% (0 / 7),2.1% (2 / 95),0.0% (0 / 20),0.0% (0 / 60),0.0% (0 / 9),0.0% (0 / 100),0.0% (0 / 12)
M256 ,SP6910,LYS744,A21021,284336,64680,10381,6494,21.27,47,1.09,8.3,26.3,0.2-38.5,9.1-51.2,No,10,**100.0% (6 / 6),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 1),0.0% (0 / 3),0.0% (0 / 2),0.0% (0 / 6),0.0% (0 / 1),0.0% (0 / 7),0.0% (0 / 2),0.0% (0 / 10),0.0% (0 / 1),0.0% (0 / 11),0.0% (0 / 1)
M255 ,SP6909,LYS743,A21020,1472111,979998,289603,35315,8.24,307,2.02,34.7,22.6,25.3-45.2,14.2-33.0,Yes,75,**100.0% (31 / 31),**100.0% (6 / 6),0.0% (0 / 33),0.0% (0 / 6),0.0% (0 / 14),0.0% (0 / 2),3.6% (1 / 28),0.0% (0 / 6),0.0% (0 / 58),0.0% (0 / 14),0.0% (0 / 43),0.0% (0 / 6),5.1% (4 / 78),10.0% (2 / 20)
M255 ,SP6909,LYS743,A21020,223167,45660,7277,5118,21.68,31,1.03,14.3,25,0.4-57.9,3.2-65.1,No,5,**100.0% (4 / 4),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 1),25.0% (1 / 4),0.0% (0 / 1),0.0% (0 / 6),0.0% (0 / 2),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0)
M254 ,SP6908,LYS742,A21019,196760,39364,5493,4091,16.94,31,1.13,25,40,3.2-65.1,5.3-85.3,No,9,**100.0% (5 / 5),**100.0% (3 / 3),20.0% (1 / 5),50.0% (1 / 2),0.0% (0 / 3),0.0% (0 / 1),0.0% (0 / 1),0.0% (0 / 1),0.0% (0 / 8),0.0% (0 / 2),0.0% (0 / 9),0.0% (0 / 4),0.0% (0 / 8),0.0% (0 / 1)
M254 ,SP6908,LYS742,A21019,1576441,1069346,309601,35915,8.31,451,2.1,37,16.9,27.6-47.2,10.7-25.0,Yes,100,**100.0% (40 / 40),**100.0% (11 / 11),0.0% (0 / 41),0.0% (0 / 10),3.2% (1 / 31),0.0% (0 / 5),0.0% (0 / 37),0.0% (0 / 12),0.0% (0 / 89),0.0% (0 / 23),0.0% (0 / 57),0.0% (0 / 13),0.0% (0 / 92),0.0% (0 / 21)
M253 ,SP6907,LYS741,A21018,193854,36838,5689,4108,16.28,14,1,NA,50,NA,1.3-98.7,No,1,**100.0% (4 / 4),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 2),0.0% (0 / 1),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0)
M253 ,SP6907,LYS741,A21018,1430677,963804,289393,32503,9.01,340,1.56,27.2,20,18.4-37.4,12.1-30.1,Yes,61,**88.2% (30 / 34),**66.7% (4 / 6),3.2% (1 / 31),0.0% (0 / 4),11.1% (2 / 18),50.0% (1 / 2),2.8% (1 / 36),12.5% (1 / 8),2.7% (2 / 73),7.1% (1 / 14),1.9% (1 / 54),9.1% (1 / 11),0.0% (0 / 61),0.0% (0 / 10)
M252 ,SP6906,LYS740,A21017,1649362,1078076,331055,32089,26.95,1208,3.25,29.8,16.1,24.9-35.1,12.1-20.7,Yes,211,**97.7% (126 / 129),**100.0% (16 / 16),1.6% (2 / 127),0.0% (0 / 27),1.7% (1 / 59),8.3% (1 / 12),0.0% (0 / 98),0.0% (0 / 16),0.9% (2 / 225),0.0% (0 / 41),0.5% (1 / 192),0.0% (0 / 29),1.0% (3 / 293),2.0% (1 / 49)
M251 ,SP6905,LYS739,A21016,1576987,1010516,301717,31795,27.15,1154,3.21,33.8,16.2,28.8-39.2,12.1-21.1,Yes,250,**100.0% (100 / 100),**100.0% (17 / 17),0.0% (0 / 106),0.0% (0 / 29),0.0% (0 / 61),0.0% (0 / 18),0.0% (0 / 86),0.0% (0 / 12),0.4% (1 / 246),0.0% (0 / 51),0.6% (1 / 159),0.0% (0 / 37),1.3% (3 / 236),0.0% (0 / 50)
M251 ,SP6905,LYS739,A27301,870741,668558,149029,16542,31.96,482,4.27,29.5,20.2,21.6-38.4,13.6-28.1,Yes,93,**100.0% (48 / 48),**100.0% (10 / 10),0.0% (0 / 60),0.0% (0 / 15),11.5% (3 / 26),0.0% (0 / 2),0.0% (0 / 42),0.0% (0 / 10),0.0% (0 / 97),0.0% (0 / 26),1.4% (1 / 71),0.0% (0 / 15),0.0% (0 / 135),0.0% (0 / 29)
M250 ,SP6904,LYS738,A21015,1812299,1227544,371212,39074,4.5,249,1.65,43.1,27.9,30.8-56.0,17.1-40.8,Yes,68,6.7% (1 / 15),0.0% (0 / 2),**88.2% (15 / 17),**83.3% (5 / 6),**87.5% (7 / 8),50.0% (1 / 2),0.0% (0 / 18),0.0% (0 / 5),0.0% (0 / 36),0.0% (0 / 14),0.0% (0 / 37),0.0% (0 / 11),1.6% (1 / 62),0.0% (0 / 14)
M250 ,SP6904,LYS738,A21015,261817,48941,7503,5065,4.49,7,1,25,33.3,0.6-80.6,0.8-90.6,No,2,0.0% (0 / 1),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0)
M250 ,SP6904,Lys9920,A32306,3254169,2531932,645196,41253,2.86,158,1.63,39.5,23.5,24.0-56.6,12.8-37.5,Yes,31,33.3% (2 / 6),0.0% (0 / 1),**88.9% (8 / 9),50.0% (1 / 2),50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 17),0.0% (0 / 2),5.3% (1 / 19),0.0% (0 / 3),4.8% (1 / 21),20.0% (1 / 5),4.2% (1 / 24),0.0% (0 / 5)
M250 ,SP6904,Lys9922,A32308,3068329,2439359,605116,38892,7.29,349,1.99,29.8,24.2,20.3-40.7,16.0-34.1,Yes,73,6.2% (2 / 32),0.0% (0 / 9),**87.5% (21 / 24),**100.0% (3 / 3),**100.0% (14 / 14),100.0% (2 / 2),0.0% (0 / 25),0.0% (0 / 4),0.0% (0 / 51),0.0% (0 / 5),0.0% (0 / 51),0.0% (0 / 13),2.9% (2 / 70),6.2% (1 / 16)
M250 ,SP6904,Lys9923,A32309,2560493,1998634,536898,37511,4.56,189,1.64,33.3,37.2,20.4-48.4,23.0-53.3,Yes,40,0.0% (0 / 7),0.0% (0 / 1),**75.0% (9 / 12),NA% (0 / 0),**77.8% (7 / 9),100.0% (1 / 1),0.0% (0 / 11),0.0% (0 / 2),5.4% (2 / 37),0.0% (0 / 8),2.6% (1 / 38),0.0% (0 / 4),2.1% (1 / 47),9.1% (1 / 11)
M250 ,SP6904,Lys9924,A32310,4711569,3608242,873066,43793,4.2,237,1.83,50,23.7,35.8-64.2,13.6-36.6,Yes,57,12.5% (2 / 16),0.0% (0 / 4),**86.7% (13 / 15),**100.0% (3 / 3),**78.6% (11 / 14),66.7% (2 / 3),0.0% (0 / 18),0.0% (0 / 3),2.0% (1 / 51),0.0% (0 / 9),0.0% (0 / 34),0.0% (0 / 7),4.9% (2 / 41),13.3% (2 / 15)
M250 ,SP6904,Lys9925,A32311,3309007,2639189,716534,41754,12.46,673,1.68,45.3,20.3,37.8-52.8,14.3-27.4,Yes,172,9.5% (4 / 42),20.0% (2 / 10),**87.2% (34 / 39),**80.0% (8 / 10),**87.0% (20 / 23),**100.0% (3 / 3),0.0% (0 / 57),0.0% (0 / 16),6.3% (7 / 111),8.3% (2 / 24),1.3% (1 / 78),0.0% (0 / 15),7.9% (11 / 140),13.5% (5 / 37)
M249 ,SP6903,LYS737,A21014,401917,72956,12010,6847,0,0,NA,NA,NA,NA,NA,No,0,NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0)
M249 ,SP6903,LYS737,A21014,1052734,696928,216536,31728,2.1,85,1.67,50,28,28.2-71.8,12.1-49.4,Yes,24,**100.0% (3 / 3),NA% (0 / 0),14.3% (1 / 7),0.0% (0 / 2),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 1),**55.6% (10 / 18),**100.0% (4 / 4),0.0% (0 / 9),0.0% (0 / 4),**56.2% (9 / 16),50.0% (1 / 2)
M249 ,SP6903,LYS737,A27300,1556384,1256434,294153,25740,1.82,39,2.03,16.7,14.3,0.4-64.1,0.4-57.9,No,4,0.0% (0 / 3),NA% (0 / 0),25.0% (1 / 4),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),**100.0% (3 / 3),100.0% (2 / 2),0.0% (0 / 11),NA% (0 / 0),50.0% (2 / 4),NA% (0 / 0)
M248 ,SP6902,LYS736,A21013,254162,48763,6508,4312,5.34,7,1,NA,0,NA,0.0-84.2,No,1,NA% (0 / 0),NA% (0 / 0),50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0)
M248 ,SP6902,LYS736,A21013,1431884,984247,276221,30991,3.34,122,2.15,23.8,30.8,8.2-47.2,14.3-51.8,No,26,**50.0% (3 / 6),0.0% (0 / 2),**64.3% (9 / 14),50.0% (1 / 2),50.0% (2 / 4),100.0% (1 / 1),0.0% (0 / 9),0.0% (0 / 1),10.0% (2 / 20),0.0% (0 / 3),0.0% (0 / 14),0.0% (0 / 2),9.1% (2 / 22),0.0% (0 / 4)
M247 ,SP6901,LYS735,A21012,1751440,1051754,343412,33421,11.08,445,2.55,48.8,36,39.7-58.0,27.2-45.5,Yes,135,10.5% (2 / 19),0.0% (0 / 3),**80.5% (33 / 41),**71.4% (10 / 14),**100.0% (12 / 12),**100.0% (5 / 5),3.6% (1 / 28),0.0% (0 / 7),1.2% (1 / 83),4.2% (1 / 24),0.0% (0 / 46),0.0% (0 / 11),2.6% (3 / 114),3.7% (1 / 27)
M247 ,SP6901,LYS735,A21012,205394,28611,4750,3392,20.19,21,1.14,75,44.4,19.4-99.4,13.7-78.8,Yes,7,0.0% (0 / 1),0.0% (0 / 1),100.0% (1 / 1),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 1),0.0% (0 / 3),0.0% (0 / 2),0.0% (0 / 4),0.0% (0 / 2),0.0% (0 / 7),0.0% (0 / 3)
M247 ,SP6901,Lys9915,A32301,1911792,1378156,362449,31593,18.4,610,2.08,44.4,33.8,36.4-52.7,26.4-41.8,Yes,176,12.5% (5 / 40),0.0% (0 / 6),**82.4% (28 / 34),**88.9% (8 / 9),**75.0% (15 / 20),50.0% (1 / 2),2.2% (1 / 46),0.0% (0 / 13),1.7% (2 / 119),0.0% (0 / 33),0.0% (0 / 83),0.0% (0 / 25),1.9% (3 / 157),4.1% (2 / 49)
