DB_entry	QC	QC_comment	Comments	RunID	IndexLibID	CapLibID	IndexLibIDCoreDB	CapLibIDCoreDB	p7	p5	SampleID	ExtractID	SampleType	ExperimentType	ProbeSet	Site	Description	CC_reads	CC_percent	RawSeqs	FilteredL35	Identified	%Hominid	Mapped	%Mapped	Unique	Duplication_Rate	5'CT	3'CT	5'CT(95%CI)	3'CT(95%CI)	cond5'CT(95%CI)	cond3'CT(95%CI)	Ancient	Deaminated(term3)	H_support	H_support_deam	N_support	N_support_deam	N-HST_support	N-HST_support_deam	HST_support	HST_support_deam	D_support	D_support_deam	D-S_support	D-S_support_deam	S_support	S_support_deam	H_der	H_deam_der	N_der	N_deam_der	N-HST_der	N-HST_deam_der	HST_der	HST_deam_der	D_der	D_deam_der	D-S_der	D-S_deam_der	S_der	S_deam_der	
221	passed			160128	R8551	R4227	Lib.E.5107	Cap.H.389	447	42	SP3865	E3597	sediment	screening	AA163	Denisova Cave, Russia	Denisova, vial 43, layer 17.2	3.5	0.000634	556716	542673	215956	97.4	210461	97.5	529	397.85	3.3	0.8	0.9-8.2	0.0-4.3	N/A-N/A	0.0-97.5	-	10	^^^100.0% (29 / 29)	NA% (0 / 0)	0.0% (0 / 29)	0.0% (0 / 1)	0.0% (0 / 11)	NA% (0 / 0)	0.0% (0 / 52)	NA% (0 / 0)	0.0% (0 / 79)	NA% (0 / 0)	0.0% (0 / 95)	0.0% (0 / 3)	0.0% (0 / 67)	NA% (0 / 0)	(2056:2)(4940:2)(5580:1)(5821:1)(5840:1)(8021:1)(8065:1)(8461:3)(8503:1)(9325:1)(11770:2)(13095:2)(13359:1)(13656:3)(13889:3)(15355:3)(15443:1)														
222	passed			160128	R8552	R4228	Lib.E.5108	Cap.H.390	448	43	SP3866	E3598	sediment	screening	AA163	Denisova Cave, Russia	Denisova, vial 44, layer 17.1	0	0	782087	761974	317334	98.0	301732	95.1	197	1531.63	3.3	11.4	0.4-11.5	3.2-26.7	0.0-97.5	N/A-N/A	-	8	^^^95.7% (22 / 23)	100.0% (1 / 1)	0.0% (0 / 2)	NA% (0 / 0)	0.0% (0 / 17)	0.0% (0 / 1)	0.0% (0 / 4)	NA% (0 / 0)	0.0% (0 / 46)	NA% (0 / 0)	0.0% (0 / 38)	0.0% (0 / 1)	0.0% (0 / 45)	0.0% (0 / 5)	(2523:2)(2831:3)(4940:1)(5580:3)(8503:1)(11770:1)(13656:3)(13889:7)(15148:1)	(5580:1)													
223	passed			160128	R8553	R4229	Lib.E.5109	Cap.H.391	449	44	SP3867	E3599	sediment	screening	AA163	Denisova Cave, Russia	Denisova, vial 45, layer 17.2	99.6	0.012929	770657	746837	146880	97.5	135786	92.4	275	493.77	1.5	2.1	0.0-8.0	0.1-11.1	N/A-N/A	N/A-N/A	-	3	^^^100.0% (18 / 18)	NA% (0 / 0)	0.0% (0 / 4)	NA% (0 / 0)	0.0% (0 / 14)	0.0% (0 / 1)	0.0% (0 / 19)	NA% (0 / 0)	0.0% (0 / 45)	0.0% (0 / 2)	1.9% (1 / 53)	NA% (0 / 0)	0.0% (0 / 32)	0.0% (0 / 1)	(2523:1)(2831:5)(5580:1)(7868:1)(7891:1)(11770:1)(12474:1)(13095:3)(13359:3)(15148:1)										(3714:1)				
224	passed			160128	R8554	R4230	Lib.E.5110	Cap.H.392	450	45	SP3868	E3600	sediment	screening	AA163	Denisova Cave, Russia	Denisova, vial 46, layer 17.2	0	0	949835	929061	413799	97.3	409266	98.9	531	770.75	6.5	6.6	2.8-12.3	2.2-14.7	0.0-84.2	0.0-97.5	-	23	^^^100.0% (32 / 32)	^^^100.0% (3 / 3)	0.0% (0 / 22)	0.0% (0 / 3)	0.0% (0 / 32)	0.0% (0 / 1)	0.0% (0 / 24)	0.0% (0 / 1)	0.0% (0 / 75)	0.0% (0 / 5)	0.9% (1 / 114)	0.0% (0 / 14)	0.0% (0 / 88)	0.0% (0 / 3)	(2056:3)(2831:2)(4940:4)(5821:2)(5840:2)(7891:3)(8021:1)(8503:1)(10324:3)(13359:8)(13656:1)(15148:2)	(4940:1)(10324:1)(13359:1)									(14073:1)				
225	passed			160128	R8555	R4231	Lib.E.5111	Cap.H.393	451	46	SP3869	E3601	sediment	screening	AA163	Denisova Cave, Russia	Denisova, vial 47, SE face OSL	0	0	784935	775352	1390	0.9	1056	76.0	57	18.53	10.5	20.0	1.3-33.1	0.5-71.6	N/A-N/A	0.0-97.5	-	6	^^100.0% (2 / 2)	NA% (0 / 0)	0.0% (0 / 4)	NA% (0 / 0)	0.0% (0 / 3)	0.0% (0 / 1)	0.0% (0 / 4)	NA% (0 / 0)	0.0% (0 / 3)	NA% (0 / 0)	^40.0% (2 / 5)	100.0% (1 / 1)	0.0% (0 / 3)	NA% (0 / 0)	(11770:1)(13656:1)										(2284:1)(14073:1)	(2284:1)			
226	passed			160128	R8556	R4232	Lib.E.5112	Cap.H.394	452	47	SP3870	E3602	sediment	screening	AA163	Denisova Cave, Russia	Denisova, vial 48, SE face OSL	0	0	833580	815319	199825	92.4	197029	98.6	244	807.50	2.9	7.7	0.4-10.2	1.6-20.9	0.0-97.5	N/A-N/A	-	7	^^^100.0% (30 / 30)	100.0% (1 / 1)	0.0% (0 / 11)	NA% (0 / 0)	0.0% (0 / 14)	NA% (0 / 0)	0.0% (0 / 14)	0.0% (0 / 1)	0.0% (0 / 43)	NA% (0 / 0)	0.0% (0 / 60)	0.0% (0 / 1)	0.0% (0 / 34)	0.0% (0 / 1)	(2056:1)(2523:4)(2831:3)(4940:2)(7868:3)(7891:4)(8065:2)(10324:1)(12474:1)(13359:1)(15148:5)(15355:2)(15443:1)	(2831:1)													
227	passed			160128	R8557	R4233	Lib.E.5113	Cap.H.395	453	48		E3603	control	screening	AA163		extraction negative	0	0	76892	66203	33664	97.8	33346	99.1	134	248.85	2.4	4.2	0.1-12.9	0.1-21.1	N/A-N/A	0.0-97.5	-	3	^^^100.0% (14 / 14)	NA% (0 / 0)	0.0% (0 / 5)	0.0% (0 / 1)	0.0% (0 / 8)	NA% (0 / 0)	0.0% (0 / 11)	NA% (0 / 0)	0.0% (0 / 20)	NA% (0 / 0)	0.0% (0 / 19)	NA% (0 / 0)	0.0% (0 / 16)	NA% (0 / 0)	(2831:1)(5821:1)(5840:3)(8021:2)(8065:4)(8503:1)(9325:2)														
228	passed			160128	R8558	R4234	Lib.E.5114	Cap.H.396	454	49			control	screening	AA163		lib negative	3.4	0.004506	74631	55063	30250	100.0	30227	99.9	21	1439.38	0.0	0.0	0.0-52.2	0.0-84.2	N/A-N/A	N/A-N/A	-	1	100.0% (1 / 1)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	(15355:1)														
229	passed			160203	R8501	R4237	Lib.E.5075	Cap.H.397	415	10	SP3823	E3574	sediment	screening	AA75	Denisova Cave, Russia	Denisova soil, vial 1: DCM14 layer 19.2? Bulk	0	0	645336	634978	215	0.0	49	22.8	18	2.72	50.0	50.0	6.8-93.2	6.8-93.2	N/A-N/A	0.0-97.5	-	6	^^^100.0% (3 / 3)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	0.0% (0 / 3)	NA% (0 / 0)	0.0% (0 / 3)	0.0% (0 / 1)	(2523:1)(13359:1)(15443:1)														
230	passed			160203	R8502	R4238	Lib.E.5076	Cap.H.398	416	11	SP3824	E3575	sediment	screening	AA75	Denisova Cave, Russia	Denisova soil, vial 2: DCM14 layer 11.1 bulk	0	0	836494	825309	251	0.0	36	14.3	24	1.50	50.0	0.0	11.8-88.2	0.0-84.2	N/A-N/A	0.0-97.5	+	5	100.0% (1 / 1)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 4)	NA% (0 / 0)	0.0% (0 / 12)	0.0% (0 / 3)	0.0% (0 / 2)	NA% (0 / 0)	(4940:1)														
231	passed			160203	R8503	R4239	Lib.E.5077	Cap.H.399	417	12	SP3825	E3576	sediment	screening	AA75	Denisova Cave, Russia	Denisova soil,vial 3: DCM14 layer 11.2 bulk	0	0	927515	908218	104	0.0	21	20.2	18	1.17	33.3	0.0	0.8-90.6	0.0-97.5	N/A-N/A	N/A-N/A	-	3	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 4)	0.0% (0 / 2)	0.0% (0 / 5)	0.0% (0 / 1)	NA% (0 / 0)	NA% (0 / 0)															
232	passed			160203	R8504	R4240	Lib.E.5078	Cap.H.400	418	13	SP3826	E3577	sediment	screening	AA75	Denisova Cave, Russia	Denisova soil,vial 4: DCM14 layer 11.4 bulk	3.9	0.000407	966758	955120	251	0.0	79	31.5	43	1.84	55.6	41.7	21.2-86.3	15.2-72.3	2.5-100.0	0.8-90.6	++	16	^^^100.0% (3 / 3)	100.0% (1 / 1)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 1)	0.0% (0 / 1)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 3)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 5)	0.0% (0 / 2)	(2056:1)(5580:1)(8065:1)	(8065:1)													
233	passed			160203	R8505	R4241	Lib.E.5079	Cap.H.401	419	14	SP3827	E3578	sediment	screening	AA75	Denisova Cave, Russia	Denisova soil,vial 5: DCM14 layer 11.5 bulk	0	0	786921	777084	227	0.1	65	28.6	20	3.25	0.0	50.0	0.0-70.8	6.8-93.2	0.0-97.5	N/A-N/A	-	4	100.0% (1 / 1)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 2)	0.0% (0 / 1)	0.0% (0 / 3)	0.0% (0 / 1)	25.0% (1 / 4)	0.0% (0 / 1)	NA% (0 / 0)	NA% (0 / 0)	(9325:1)										(4456:1)				
234	passed			160203	R8506	R4242	Lib.E.5080	Cap.H.402	420	15	SP3828	E3579	sediment	screening	AA75	Denisova Cave, Russia	Denisova soil,vial 6: DCM14 layer 12.1 bulk	0	0	827155	816889	188	0.0	36	19.1	27	1.33	75.0	50.0	19.4-99.4	1.3-98.7	N/A-N/A	N/A-N/A	+	7	^66.7% (2 / 3)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	(11770:2)														
235	passed			160203	R8507	R4243	Lib.E.5081	Cap.H.403	421	16	SP3829	E3580	sediment	screening	AA75	Denisova Cave, Russia	Denisova soil,vial 7: DCM14 layer 12.2 bulk	0	0	885478	876407	205	0.0	30	14.6	24	1.25	25.0	20.0	0.6-80.6	0.5-71.6	N/A-N/A	N/A-N/A	-	4	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 3)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)															
236	passed			160203	R8508	R4244	Lib.E.5082	Cap.H.404	422	17	SP3830	E3581	sediment	screening	AA75	Denisova Cave, Russia	Denisova soil,vial 8: DCM14 layer 12.3 bulk eastside	2.8	0.000318	880925	866769	294	0.1	44	15.0	11	4.00	0.0	50.0	0.0-84.2	1.3-98.7	0.0-97.5	N/A-N/A	-	2	50.0% (1 / 2)	100.0% (1 / 1)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	100.0% (1 / 1)	NA% (0 / 0)	100.0% (1 / 1)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	(11770:1)	(11770:1)							(7961:1)		(15250:1)				
237	passed			160203	R8509	R4245	Lib.E.5083	Cap.H.405	423	18	SP3831	E3582	sediment	screening	AA75	Denisova Cave, Russia	Denisova soil,vial 9: DCM14 layer 14.1 or base of 12.3 bulk eastside	0	0	774706	764963	173	0.0	12	6.9	6	2.00	N/A	0.0	N/A-N/A	0.0-97.5	N/A-N/A	N/A-N/A	-	0	NA% (0 / 0)	NA% (0 / 0)	100.0% (1 / 1)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)			(3808:1)												
238	passed			160203	R8510	R4246	Lib.E.5084	Cap.H.406	424	19		E3589	control	screening	AA75		extract negative Denisova set	0.6	0.000587	106049	62283	23003	100.0	22930	99.7	160	143.31	5.7	2.5	0.7-19.2	0.1-13.2	N/A-N/A	N/A-N/A	-	4	^^^100.0% (14 / 14)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	0.0% (0 / 4)	NA% (0 / 0)	0.0% (0 / 12)	NA% (0 / 0)	0.0% (0 / 20)	NA% (0 / 0)	0.0% (0 / 17)	NA% (0 / 0)	0.0% (0 / 25)	0.0% (0 / 1)	(2056:1)(2523:3)(2831:1)(6266:1)(9325:1)(10324:1)(11770:1)(13656:1)(15355:3)(15443:1)														
239	passed			160203	R8511	R4247	Lib.E.5085	Cap.H.407	425	20			control	screening	AA75		lib neg control	2.4	0.002361	103728	55489	33197	100.0	25538	76.9	33	773.88	16.7	11.1	0.4-64.1	0.3-48.2	N/A-N/A	N/A-N/A	-	2	^^100.0% (4 / 4)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 3)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 5)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	(8065:1)(13095:3)														
240	passed			160203	R8512	R4248	Lib.E.5086	Cap.H.408	426	21	SP3801	E3546	sediment	screening	AA75	Argo Cave, France	Arago, Carbonated, layer G	0	0	852608	826230	126784	90.0	123702	97.6	430	287.68	3.0	0.0	0.6-8.6	0.0-4.2	N/A-N/A	N/A-N/A	-	3	^^^100.0% (26 / 26)	NA% (0 / 0)	0.0% (0 / 22)	NA% (0 / 0)	0.0% (0 / 25)	NA% (0 / 0)	0.0% (0 / 41)	NA% (0 / 0)	0.0% (0 / 54)	NA% (0 / 0)	0.0% (0 / 103)	NA% (0 / 0)	0.0% (0 / 55)	NA% (0 / 0)	(2056:3)(4940:1)(5580:1)(6266:2)(8021:3)(8065:1)(9325:3)(11770:3)(12474:2)(13656:1)(13889:1)(15148:2)(15355:3)														
241	passed			160203	R8513	R4249	Lib.E.5087	Cap.H.409	427	22	SP3802	E3547	sediment	screening	AA75	Argo Cave, France	Arago, Carbonated, loose, layer G	0	0	880115	840790	146332	97.5	142393	97.3	498	285.93	1.6	0.0	0.2-5.5	0.0-6.5	N/A-N/A	N/A-N/A	-	8	^^^100.0% (57 / 57)	NA% (0 / 0)	0.0% (0 / 10)	NA% (0 / 0)	2.4% (1 / 42)	NA% (0 / 0)	0.0% (0 / 42)	0.0% (0 / 2)	1.7% (1 / 60)	0.0% (0 / 4)	0.9% (1 / 108)	0.0% (0 / 6)	0.0% (0 / 61)	NA% (0 / 0)	(2056:1)(2523:7)(2831:9)(5580:1)(5821:5)(5840:6)(7868:1)(7891:4)(8021:2)(8065:1)(10324:2)(11770:4)(13095:4)(13359:1)(13656:4)(15148:1)(15355:1)(15443:3)				(547:1)				(7664:1)		(1405:1)				
243	passed			160203	R8515	R4251	Lib.E.5089	Cap.H.411	429	24	SP3804	E3549	sediment	screening	AA75	Argo Cave, France	Arago, carbonated, loose, layer G	147.9	0.027278	542050	527028	11344	100.0	11220	98.9	407	27.57	15.7	10.0	9.2-24.2	3.8-20.5	0.0-84.2	0.0-97.5	-	37	^^^100.0% (22 / 22)	100.0% (1 / 1)	0.0% (0 / 16)	NA% (0 / 0)	0.0% (0 / 16)	NA% (0 / 0)	0.0% (0 / 36)	0.0% (0 / 1)	0.0% (0 / 54)	0.0% (0 / 8)	1.3% (1 / 77)	0.0% (0 / 4)	0.0% (0 / 55)	0.0% (0 / 4)	(2523:3)(2831:1)(5821:1)(5840:1)(7868:1)(7891:1)(8065:2)(9325:1)(11770:2)(12474:1)(13095:1)(13359:1)(13656:1)(15148:1)(15355:3)(15443:1)	(11770:1)									(4914:1)				
244	passed			160203	R8516	R4252	Lib.E.5090	Cap.H.412	430	25	SP3805	E3550	sediment	screening	AA75	Argo Cave, France	Arago, carbonated, layer G	33.1	0.004289	771629	746309	24245	92.5	23917	98.6	270	88.58	0.0	3.3	0.0-6.0	0.4-11.5	N/A-N/A	N/A-N/A	-	2	^^^100.0% (21 / 21)	NA% (0 / 0)	0.0% (0 / 11)	0.0% (0 / 1)	0.0% (0 / 11)	0.0% (0 / 1)	0.0% (0 / 26)	NA% (0 / 0)	0.0% (0 / 60)	0.0% (0 / 1)	0.0% (0 / 54)	NA% (0 / 0)	0.0% (0 / 53)	NA% (0 / 0)	(2523:2)(2831:1)(5580:2)(6266:1)(7868:1)(7891:1)(8021:2)(8065:1)(8503:1)(9325:4)(10324:1)(13359:1)(13656:1)(15355:2)														
245	passed			160203	R8517	R4253	Lib.E.5091	Cap.H.413	431	26	SP3806	E3551	sediment	screening	AA75	Argo Cave, France	Arago, Phosphated, near stone tool, layer G	0.6	0.000097	589562	569383	67097	100.0	65773	98.0	199	330.52	1.8	2.2	0.0-9.6	0.1-11.8	N/A-N/A	0.0-97.5	-	4	^^^92.0% (23 / 25)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	0.0% (0 / 8)	NA% (0 / 0)	0.0% (0 / 21)	NA% (0 / 0)	0.0% (0 / 32)	NA% (0 / 0)	4.2% (1 / 24)	0.0% (0 / 2)	0.0% (0 / 17)	NA% (0 / 0)	(2523:2)(2831:1)(4940:1)(5580:1)(5821:3)(5840:1)(7868:1)(7891:1)(8021:2)(8065:1)(10324:1)(11770:1)(12474:1)(13095:1)(13359:3)(13656:1)(15355:1)										(6509:1)				
246	passed			160203	R8518	R4254	Lib.E.5092	Cap.H.414	432	27	SP3807	E3552	sediment	screening	AA75	Argo Cave, France	Arago, carbonated, clay like near antler, layer J	9.7	0.001350	716077	688817	137112	97.2	133825	97.6	1260	106.21	0.5	2.0	0.0-2.6	0.6-5.1	N/A-N/A	0.0-97.5	-	8	^^^98.8% (160 / 162)	100.0% (1 / 1)	0.0% (0 / 25)	NA% (0 / 0)	0.0% (0 / 73)	NA% (0 / 0)	0.0% (0 / 108)	NA% (0 / 0)	0.0% (0 / 174)	0.0% (0 / 1)	0.0% (0 / 245)	NA% (0 / 0)	0.0% (0 / 218)	NA% (0 / 0)	(2056:2)(2523:42)(2831:3)(4940:1)(5580:6)(5821:15)(5840:9)(6266:4)(7868:6)(7891:2)(8021:4)(8065:5)(8461:2)(8503:2)(9325:9)(10324:3)(11770:18)(12474:1)(13095:3)(13359:8)(13656:3)(13889:5)(15148:3)(15443:4)	(9325:1)													
247	passed			160203	R8519	R4255	Lib.E.5093	Cap.H.415	433	28	SP3808	E3553	sediment	screening	AA75	Argo Cave, France	Arago, carbonated, clay like near antler, layer J	56.0	0.007652	731848	706833	43012	95.2	37584	87.4	319	117.82	0.0	4.3	0.0-6.1	0.5-14.5	N/A-N/A	N/A-N/A	-	2	^^^95.2% (20 / 21)	NA% (0 / 0)	0.0% (0 / 15)	NA% (0 / 0)	0.0% (0 / 18)	NA% (0 / 0)	0.0% (0 / 31)	NA% (0 / 0)	0.0% (0 / 49)	NA% (0 / 0)	0.0% (0 / 60)	NA% (0 / 0)	0.0% (0 / 39)	NA% (0 / 0)	(2056:2)(2831:1)(4940:2)(5580:1)(5821:1)(6266:1)(8065:2)(8461:1)(8503:1)(9325:3)(10324:1)(13359:1)(15355:3)														
248	passed			160203	R8520	R4256	Lib.E.5094	Cap.H.416	434	29	SP3809	E3554	sediment	screening	AA75	Argo Cave, France	Arago, carbonated, with small bone fragments, layer Q	0.8	0.000085	924243	897770	28122	90.0	25921	92.2	215	120.56	0.0	0.0	0.0-5.7	0.0-7.9	N/A-N/A	N/A-N/A	-	1	^^^100.0% (27 / 27)	NA% (0 / 0)	0.0% (0 / 6)	NA% (0 / 0)	0.0% (0 / 21)	NA% (0 / 0)	0.0% (0 / 28)	NA% (0 / 0)	0.0% (0 / 48)	NA% (0 / 0)	0.0% (0 / 48)	NA% (0 / 0)	0.0% (0 / 40)	NA% (0 / 0)	(2056:1)(2523:12)(5580:3)(6266:1)(8021:1)(8065:1)(11770:1)(13095:1)(13359:1)(13656:2)(13889:1)(15148:1)(15355:1)														
249	passed			160203	R8521	R4257	Lib.E.5095	Cap.H.417	435	30	SP3810	E3555	sediment	screening	AA75	Argo Cave, France	Arago, carbonated, steril spot, layer Q	0	0	812309	787012	10463	94.9	9603	91.8	111	86.51	0.0	0.0	0.0-19.5	0.0-28.5	N/A-N/A	N/A-N/A	-	2	^^^100.0% (8 / 8)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 6)	NA% (0 / 0)	0.0% (0 / 5)	NA% (0 / 0)	0.0% (0 / 21)	NA% (0 / 0)	7.1% (1 / 14)	0.0% (0 / 1)	0.0% (0 / 17)	NA% (0 / 0)	(2523:1)(4940:1)(5580:1)(6266:1)(10324:1)(12474:1)(13889:1)(15355:1)										(16070:1)				
250	passed			160203	R8522	R4258	Lib.E.5096	Cap.H.418	436	31	SP3811	E3556	sediment	screening	AA75	Argo Cave, France	Arago, carbonated, steril spot, layer Q	0	0	756397	735457	20975	95.8	19658	93.7	181	108.61	0.0	0.0	0.0-12.3	0.0-9.7	N/A-N/A	N/A-N/A	-	0	^^^93.8% (15 / 16)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 9)	NA% (0 / 0)	0.0% (0 / 14)	NA% (0 / 0)	0.0% (0 / 19)	NA% (0 / 0)	0.0% (0 / 37)	NA% (0 / 0)	4.3% (1 / 23)	NA% (0 / 0)	(2523:1)(2831:2)(4940:2)(5821:1)(5840:1)(6266:1)(8065:1)(9325:2)(10324:1)(12474:3)												(4733:1)		
252	passed			160203	R8524	R4260	Lib.E.5098	Cap.H.420	438	33		E3558	control	screening	AA75		extract negative Arago set	1.4	0.001475	97961	80537	28363	86.4	25794	90.9	159	162.23	2.9	0.0	0.1-14.9	0.0-16.1	N/A-N/A	N/A-N/A	-	2	^^^95.7% (22 / 23)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	0.0% (0 / 10)	NA% (0 / 0)	0.0% (0 / 15)	NA% (0 / 0)	0.0% (0 / 20)	NA% (0 / 0)	0.0% (0 / 12)	0.0% (0 / 1)	0.0% (0 / 17)	NA% (0 / 0)	(2056:4)(2523:8)(2831:1)(4940:1)(6266:1)(8065:1)(9325:1)(10324:1)(11770:1)(13656:1)(15148:1)(15355:1)														
253	passed			160203	R8525	R4261	Lib.E.5099	Cap.H.421	439	34			control	screening	AA75		lib neg control	0	0	84557	59749	11995	100.0	11990	100.0	25	479.60	0.0	14.3	0.0-33.6	0.4-57.9	N/A-N/A	N/A-N/A	-	2	100.0% (1 / 1)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	0.0% (0 / 4)	0.0% (0 / 1)	0.0% (0 / 2)	NA% (0 / 0)	(15148:1)														
254	passed			160203	R8544	R4262	Lib.E.5100	Cap.H.422	440	35	SP3858	E3590	sediment	screening	AA75	Denisova Cave, Russia	Denisova, vial 36, layer 12.2 c+b	0	0	707174	698027	289	0.0	45	15.6	26	1.73	100.0	50.0	15.8-100.0	1.3-98.7	N/A-N/A	N/A-N/A	+	4	^^100.0% (2 / 2)	100.0% (1 / 1)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	(13095:2)	(13095:1)													
255	passed			160203	R8545	R4263	Lib.E.5101	Cap.H.423	441	36	SP3859	E3591	sediment	screening	AA75	Denisova Cave, Russia	Denisova, vial 37, layer 12.1 b	0	0	792799	782836	202	0.0	35	17.3	14	2.50	40.0	33.3	5.3-85.3	0.8-90.6	N/A-N/A	0.0-97.5	-	4	^^100.0% (2 / 2)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	100.0% (1 / 1)	100.0% (1 / 1)	0.0% (0 / 3)	0.0% (0 / 1)	0.0% (0 / 3)	NA% (0 / 0)	0.0% (0 / 3)	0.0% (0 / 1)	NA% (0 / 0)	NA% (0 / 0)	(5821:1)(5840:1)				(417:1)	(417:1)									
256	passed			160203	R8546	R4264	Lib.E.5102	Cap.H.424	442	37	SP3860	E3592	sediment	screening	AA75	Denisova Cave, Russia	Denisova, vial 38, layer 11.4 c+b	0	0	685714	676659	270	0.1	101	37.4	27	3.74	50.0	100.0	11.8-88.2	2.5-100.0	N/A-N/A	N/A-N/A	+	6	0.0% (0 / 1)	0.0% (0 / 1)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 4)	0.0% (0 / 3)	0.0% (0 / 4)	0.0% (0 / 1)	0.0% (0 / 4)	0.0% (0 / 1)															
257	passed			160203	R8547	R4265	Lib.E.5103	Cap.H.425	443	38	SP3861	E3593	sediment	screening	AA75	Denisova Cave, Russia	Denisova, vial 39, layer 11.3 c+b	0	0	961712	950609	262	0.0	84	32.1	21	4.00	100.0	100.0	2.5-100.0	15.8-100.0	N/A-N/A	N/A-N/A	+	5	50.0% (1 / 2)	0.0% (0 / 1)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	0.0% (0 / 3)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	(11770:1)														
258	passed			160203	R8548	R4266	Lib.E.5104	Cap.H.426	444	39	SP3862	E3594	sediment	screening	AA75	Denisova Cave, Russia	Denisova, vial 40, layer 11.2 c+b	0	0	685759	673354	220	0.0	28	12.7	16	1.75	100.0	0.0	15.8-100.0	0.0-70.8	N/A-N/A	N/A-N/A	+	4	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	50.0% (1 / 2)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 1)	0.0% (0 / 1)	0.0% (0 / 3)	0.0% (0 / 1)					(547:1)										
