Summary table of all sediment samples,,,,,,,,,,,,,,,,,
Data source refers to the step in the screening of samples,,,,,,,,,,,,,,,,,
Controls are identified in SampleID column: ENC=Extraction Negative Control; LNC=Library Negataive Control,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Data Source,Chamber (Section),Library PlateID,Layer,MPI-EVA sample ID,Field sampleID,Sub-sample/lysate ID,Input for DNA extraction (mg),Extract ID,Number of molecules in library,Control oligo copies in library,Indexed library ID,Captured library ID - mammalian mtDNA,ENA Accession ID,Ancient mammalian mtDNA present,Captured library ID - human mtDNA,ENA Accession ID,Ancient hominin mtDNA present
First Screen,Main ,Pl_307,19,SP6679,M24 ,LYS513,66,E13829,2.05E+11,1.09E+06,A20636,B25911,ERS6160347,Yes,B25822,ERS6160523,Yes
First Screen,Main ,Pl_307,22.1,SP6680,M25 ,LYS514,43,E13830,2.10E+10,1.38E+06,A20637,B25912,ERS6160348,Yes,B25823,ERS6160524,No
First Screen,Main ,Pl_307,22.1,SP6681,M26 ,LYS515,33.9,E13831,1.47E+10,1.39E+06,A20638,B25913,ERS6160349,Yes,B25824,ERS6160525,No
First Screen,Main ,Pl_307,22.1 up,SP6682,M27 ,LYS516,65.2,E13832,3.63E+10,1.05E+06,A20639,B25914,ERS6160350,Yes,B25825,ERS6160526,No
First Screen,Main ,Pl_307,20,SP6683,M28 ,LYS517,66.9,E13833,6.51E+10,1.28E+06,A20640,B25915,ERS6160351,Yes,B25826,ERS6160527,No
First Screen,Main ,Pl_307,20,SP6684,M29 ,LYS518,56.9,E13834,2.94E+10,1.30E+06,A20641,B25916,ERS6160352,Yes,B25827,ERS6160528,No
First Screen,Main ,Pl_307,20,SP6685,M30 ,LYS519,64.5,E13835,2.54E+10,1.18E+06,A20642,B25917,ERS6160353,Yes,B25828,ERS6160529,No
First Screen,,Pl_307,,LNC,,,,,2.10E+08,1.35E+06,A20644,B25918,ERS6160354,No,B25829,ERS6160530,No
First Screen,Main ,Pl_307,22.1,SP6686,M31 ,LYS520,44.8,E13837,2.80E+10,1.48E+06,A20647,B25919,ERS6160355,Yes,B25830,ERS6160531,No
First Screen,Main ,Pl_307,22.1,SP6687,M32 ,LYS521,51.6,E13838,2.07E+10,1.20E+06,A20648,B25920,ERS6160356,Yes,B25831,ERS6160532,No
First Screen,Main ,Pl_307,22.1,SP6688,M33 ,LYS522,47.8,E13839,2.24E+10,1.40E+06,A20649,B25921,ERS6160357,Yes,B25832,ERS6160533,No
First Screen,Main ,Pl_307,22.1 up,SP6689,M34 ,LYS523,79.3,E13840,2.23E+10,1.22E+06,A20650,B25922,ERS6160358,Yes,B25833,ERS6160534,No
First Screen,Main ,Pl_307,20,SP6690,M35 ,LYS524,96.6,E13841,2.35E+10,5.27E+05,A20651,B25923,ERS6160359,Yes,B25834,ERS6160535,No
First Screen,Main ,Pl_307,20,SP6691,M36 ,LYS525,58.4,E13842,9.54E+09,1.29E+06,A20652,B25924,ERS6160360,Yes,B25835,ERS6160536,No
First Screen,Main ,Pl_307,22.1,SP6692,M37 ,LYS526,50.8,E13843,2.13E+10,1.36E+06,A20653,B25925,ERS6160361,Yes,B25836,ERS6160537,No
First Screen,Main ,Pl_307,22.1,SP6693,M38 ,LYS527,66.25,E13844,2.64E+10,1.29E+06,A20654,B25926,ERS6160362,Yes,B25837,ERS6160538,No
First Screen,Main ,Pl_307,22.1,SP6694,M39 ,LYS528,80.7,E13845,2.92E+10,1.29E+06,A20655,B25927,ERS6160363,Yes,B25838,ERS6160539,No
First Screen,Main ,Pl_307,22.1,SP6695,M40 ,LYS529,64.4,E13846,2.83E+10,1.11E+06,A20656,B25928,ERS6160364,Yes,B25839,ERS6160540,No
First Screen,Main ,Pl_307,22.1 up,SP6696,M41 ,LYS530,47.6,E13847,1.68E+10,1.27E+06,A20657,B25929,ERS6160365,Yes,B25840,ERS6160541,No
First Screen,Main ,Pl_307,22.1 up,SP6697,M42 ,LYS531,74.1,E13848,1.76E+10,1.19E+06,A20658,B25930,ERS6160366,Yes,B25841,ERS6160542,No
First Screen,Main ,Pl_307,22.1,SP6698,M43 ,LYS532,49.8,E13849,3.64E+10,1.20E+06,A20659,B25931,ERS6160367,Yes,B25842,ERS6160543,No
First Screen,Main ,Pl_307,22.1,SP6699,M44 ,LYS533,64.2,E13850,3.84E+10,1.18E+06,A20660,B25932,ERS6160368,Yes,B25843,ERS6160544,No
First Screen,Main ,Pl_307,22.1,SP6700,M45 ,LYS534,49.5,E13851,1.40E+10,1.31E+06,A20661,B25933,ERS6160369,Yes,B25844,ERS6160545,No
First Screen,Main ,Pl_307,22.1,SP6701,M46 ,LYS535,85.6,E13852,3.56E+10,1.19E+06,A20662,B25934,ERS6160370,Yes,B25845,ERS6160546,No
First Screen,,Pl_307,,ENC,,,,E13853,1.90E+08,1.20E+06,A20663,B25935,ERS6160371,No,B25846,ERS6160547,No
First Screen,,Pl_307,,ENC,,,,E13854,1.60E+08,1.23E+06,A20664,B25936,ERS6160372,No,B25847,ERS6160548,No
First Screen,,Pl_307,,ENC,,,,E13855,1.71E+08,1.27E+06,A20665,B25937,ERS6160373,No,B25848,ERS6160549,No
First Screen,Main ,Pl_307,22.1,SP6702,M47 ,LYS536,44.7,E13856,1.85E+10,1.31E+06,A20666,B25938,ERS6160374,Yes,B25849,ERS6160550,No
First Screen,Main ,Pl_307,22.1,SP6703,M48 ,LYS537,35.5,E13857,1.53E+10,1.31E+06,A20667,B25939,ERS6160375,Yes,B25850,ERS6160551,No
First Screen,,Pl_307,,LNC,,,,,1.87E+08,1.05E+06,A20669,B25940,ERS6160376,No,B25851,ERS6160552,No
First Screen,Main ,Pl_307,19,SP6704,M49 ,LYS538,57.5,E13859,1.09E+11,8.51E+05,A20671,B25941,ERS6160377,Yes,B25852,ERS6160553,No
First Screen,Main ,Pl_307,19,SP6705,M50 ,LYS539,49.5,E13860,1.15E+11,5.64E+05,A20672,B25942,ERS6160378,Yes,B25853,ERS6160554,No
First Screen,Main ,Pl_307,19,SP6706,M51 ,LYS540,71.6,E13861,1.14E+11,4.55E+05,A20673,B25943,ERS6160379,Yes,B25854,ERS6160555,Yes
First Screen,Main ,Pl_307,19,SP6707,M52 ,LYS541,57.4,E13862,9.27E+10,6.22E+05,A20674,B25944,ERS6160380,Yes,B25855,ERS6160556,No
First Screen,Main ,Pl_307,19,SP6708,M53 ,LYS542,73.5,E13863,6.92E+10,3.83E+05,A20675,B25945,ERS6160381,Yes,B25856,ERS6160557,No
First Screen,Main ,Pl_307,19,SP6709,M54 ,LYS543,59.8,E13864,1.30E+11,4.38E+05,A20676,B25946,ERS6160382,Yes,B25857,ERS6160558,No
First Screen,Main ,Pl_307,19,SP6710,M55 ,LYS544,84.2,E13865,8.35E+10,2.96E+05,A20677,B25947,ERS6160383,Yes,B25858,ERS6160559,No
First Screen,Main ,Pl_307,19,SP6711,M56 ,LYS545,46.6,E13866,8.67E+10,7.60E+05,A20678,B25948,ERS6160384,Yes,B25861,ERS6160560,Yes
First Screen,Main ,Pl_307,19,SP6712,M57 ,LYS546,40.2,E13867,1.32E+11,9.21E+05,A20679,B25949,ERS6160385,Yes,B25862,ERS6160561,No
First Screen,Main ,Pl_307,19,SP6713,M58 ,LYS547,78.7,E13868,9.97E+10,3.82E+05,A20680,B25950,ERS6160386,Yes,B25863,ERS6160562,No
First Screen,Main ,Pl_307,19,SP6714,M59 ,LYS548,46.4,E13869,1.50E+11,5.16E+05,A20681,B25951,ERS6160387,Yes,B25864,ERS6160563,Yes
First Screen,Main ,Pl_307,19,SP6715,M60 ,LYS549,57.3,E13870,2.06E+11,6.11E+05,A20682,B25952,ERS6160388,Yes,B25865,ERS6160564,No
First Screen,Main ,Pl_307,19,SP6716,M61 ,LYS550,58.2,E13871,1.68E+11,9.30E+05,A20683,B25953,ERS6160389,Yes,B25866,ERS6160565,No
First Screen,Main ,Pl_307,19,SP6717,M62 ,LYS551,68.1,E13872,4.11E+10,1.05E+06,A20684,B25954,ERS6160390,Yes,B25867,ERS6160566,No
First Screen,Main ,Pl_307,19,SP6718,M63 ,LYS552,69.4,E13873,1.49E+11,5.26E+05,A20685,B25957,ERS6160391,Yes,B25868,ERS6160567,Yes
First Screen,Main ,Pl_307,19,SP6719,M64 ,LYS553,75.5,E13874,1.30E+11,4.40E+05,A20686,B25958,ERS6160392,Yes,B25869,ERS6160568,No
First Screen,Main ,Pl_307,19,SP6720,M65 ,LYS554,63.4,E13875,1.52E+11,7.22E+05,A20687,B25959,ERS6160393,Yes,B25870,ERS6160569,Yes
First Screen,Main ,Pl_307,20,SP6721,M66 ,LYS555,54.3,E13876,2.67E+10,7.19E+05,A20688,B25960,ERS6160394,Yes,B25871,ERS6160570,Yes
First Screen,,Pl_307,,LNC,,,,,1.52E+08,1.03E+06,A20690,B25961,ERS6160395,No,B25872,ERS6160571,No
First Screen,Main ,Pl_307,20,SP6722,M67 ,LYS556,70.1,E13878,4.93E+10,7.71E+05,A20693,B25962,ERS6160396,Yes,B25873,ERS6160572,No
First Screen,Main ,Pl_307,19,SP6723,M68 ,LYS557,54,E13879,1.45E+11,5.60E+05,A20694,B25963,ERS6160397,Yes,B25874,ERS6160573,Yes
First Screen,Main ,Pl_307,19,SP6724,M69 ,LYS558,66.6,E13880,2.35E+11,5.80E+05,A20695,B25964,ERS6160398,Yes,B25875,ERS6160574,Yes
First Screen,Main ,Pl_307,20,SP6725,M70 ,LYS559,60.8,E13881,5.92E+10,6.73E+05,A20696,B25965,ERS6160399,Yes,B25876,ERS6160575,Yes
First Screen,Main ,Pl_307,20,SP6726,M71 ,LYS560,68.8,E13882,3.86E+10,7.95E+05,A20697,B25966,ERS6160400,Yes,B25877,ERS6160576,Yes
First Screen,Main ,Pl_307,20,SP6727,M72 ,LYS561,35.3,E13883,3.14E+10,6.53E+05,A20698,B25967,ERS6160401,Yes,B25878,ERS6160577,Yes
First Screen,Main ,Pl_307,20+19,SP6728,M73 ,LYS562,41.2,E13884,1.16E+10,7.62E+05,A20699,B25968,ERS6160402,Yes,B25879,ERS6160578,No
First Screen,Main ,Pl_307,20+19,SP6729,M74 ,LYS563,51.4,E13885,1.18E+11,6.72E+05,A20700,B25969,ERS6160403,Yes,B25880,ERS6160579,No
First Screen,Main ,Pl_307,20,SP6730,M75 ,LYS564,50.6,E13886,1.34E+11,6.21E+05,A20701,B25970,ERS6160404,Yes,B25881,ERS6160580,No
First Screen,Main ,Pl_307,20,SP6731,M76 ,LYS565,40.9,E13887,2.01E+10,7.09E+05,A20702,B25971,ERS6160405,Yes,B25882,ERS6160581,Yes
First Screen,Main ,Pl_307,20,SP6732,M77 ,LYS566,54.3,E13888,1.92E+10,1.06E+06,A20703,B25972,ERS6160406,Yes,B25883,ERS6160582,No
First Screen,Main ,Pl_307,22.1,SP6733,M78 ,LYS567,71.4,E13889,2.76E+10,9.87E+05,A20704,B25973,ERS6160407,Yes,B25884,ERS6160583,No
First Screen,Main ,Pl_307,20,SP6734,M79 ,LYS568,46.1,E13890,1.56E+10,7.23E+05,A20705,B25974,ERS6160408,Yes,B25885,ERS6160584,No
First Screen,South SE_upper,s1,pdd-9,SP7125,S1,Lys2620,77.4,E13577,9.58E+09,7.15E+05,A19278,B25602,ERS6160409,No,B24079,ERS6160411,No
First Screen,,S1,,LNC,,,,,1.60E+08,1.29E+06,A19279,B25603,ERS6160410,No,B24080,ERS6160412,No
Additional sub-sample,,PI_444,20,SP6731,M76 ,Lys10333,69.3,E19678,4.12E+10,7.32E+05,A33114,NA,,NA,B38593,ERS6160963,Yes
Additional sub-sample,,Pl_440,,LNC,,,,,1.48E+08,4.27E+05,A32265,NA,,NA,B38357,ERS6160879,No
Additional sub-sample,,Pl_440,11.3,SP7541,E221 ,Lys9883,55.6,E19244,1.81E+11,2.82E+05,A32266,NA,,NA,B38358,ERS6160880,No
Additional sub-sample,,Pl_440,11.3,SP7541,E221 ,Lys9884,65.6,E19245,1.53E+11,2.39E+05,A32267,NA,,NA,B38359,ERS6160881,Yes
Additional sub-sample,,Pl_440,11.3,SP7541,E221 ,Lys9885,67.3,E19246,1.89E+11,5.77E+05,A32268,NA,,NA,B38360,ERS6160882,Yes
Additional sub-sample,,Pl_440,11.3,SP7541,E221 ,Lys9886,55.6,E19247,1.54E+11,2.29E+05,A32269,NA,,NA,B38361,ERS6160883,Yes
Additional sub-sample,,Pl_440,11.3,SP7541,E221 ,Lys9887,64.3,E19248,1.67E+11,2.94E+05,A32270,NA,,NA,B38362,ERS6160884,No
Additional sub-sample,,Pl_440,12.2,SP6850,M196 ,Lys9888,72.3,E19249,1.34E+11,1.57E+05,A32271,NA,,NA,B38363,ERS6160885,No
Additional sub-sample,,Pl_440,12.2,SP6850,M196 ,Lys9889,55.6,E19250,1.62E+11,2.55E+05,A32272,NA,,NA,B38364,ERS6160886,Yes
Additional sub-sample,,Pl_440,12.2,SP6850,M196 ,Lys9890,47.4,E19251,1.13E+11,2.17E+05,A32273,NA,,NA,B38365,ERS6160887,Yes
Additional sub-sample,,Pl_440,12.2,SP6850,M196 ,Lys9891,57.7,E19252,1.60E+11,2.49E+05,A32274,NA,,NA,B38366,ERS6160888,No
Additional sub-sample,,Pl_440,12.2,SP6850,M196 ,Lys9892,64.1,E19253,1.28E+11,1.65E+05,A32275,NA,,NA,B38367,ERS6160889,Yes
Additional sub-sample,,Pl_440,12.2,SP6864,M210 ,Lys9893,57.5,E19254,2.21E+11,6.31E+05,A32276,NA,,NA,B38368,ERS6160890,Yes
Additional sub-sample,,Pl_440,12.2,SP6864,M210 ,Lys9894,77.2,E19255,2.76E+11,5.78E+05,A32277,NA,,NA,B38369,ERS6160891,Yes
Additional sub-sample,,Pl_440,,ENC,,Lys9895,,E19256,1.55E+08,6.28E+05,A32278,NA,,NA,B38370,ERS6160892,No
Additional sub-sample,,Pl_440,12.2,SP6864,M210 ,Lys9896,87.2,E19257,1.48E+11,2.90E+05,A32279,NA,,NA,B38371,ERS6160893,Yes
Additional sub-sample,,Pl_440,12.2,SP6864,M210 ,Lys9897,77.8,E19258,1.92E+11,4.78E+05,A32280,NA,,NA,B38372,ERS6160894,No
Additional sub-sample,,Pl_440,12.2,SP6864,M210 ,Lys9898,52.5,E19259,1.13E+11,4.43E+05,A32281,NA,,NA,B38373,ERS6160895,Yes
Additional sub-sample,,Pl_440,,LNC,,,,,1.02E+08,3.81E+05,A32283,NA,,NA,B38374,ERS6160896,No
Additional sub-sample,,Pl_440,12.2,SP6865,M211 ,Lys9899,61.3,E19261,4.04E+11,5.71E+05,A32285,NA,,NA,B38375,ERS6160897,Yes
Additional sub-sample,,Pl_440,12.2,SP6865,M211 ,Lys9900,60.8,E19262,3.65E+11,4.56E+05,A32286,NA,,NA,B38376,ERS6160898,Yes
Additional sub-sample,,Pl_440,12.2,SP6865,M211 ,Lys9901,70.1,E19263,2.08E+11,2.80E+05,A32287,NA,,NA,B38377,ERS6160899,No
Additional sub-sample,,Pl_440,12.2,SP6865,M211 ,Lys9902,61.2,E19264,3.16E+11,4.94E+05,A32288,NA,,NA,B38378,ERS6160900,Yes
Additional sub-sample,,Pl_440,12.2,SP6865,M211 ,Lys9903,56.3,E19265,3.96E+11,6.14E+05,A32289,NA,,NA,B38379,ERS6160901,Yes
Additional sub-sample,,Pl_440,12.3,SP6890,M236 ,Lys9904,50.3,E19266,1.11E+11,7.22E+05,A32290,NA,,NA,B38380,ERS6160902,No
Additional sub-sample,,Pl_440,12.3,SP6890,M236 ,Lys9905,68.9,E19267,1.27E+11,6.73E+05,A32291,NA,,NA,B38381,ERS6160903,No
Additional sub-sample,,Pl_440,12.3,SP6890,M236 ,Lys9906,67,E19268,6.58E+10,2.55E+05,A32292,NA,,NA,B38382,ERS6160904,Yes
Additional sub-sample,,Pl_440,12.3,SP6890,M236 ,Lys9907,77,E19269,1.36E+11,5.66E+05,A32293,NA,,NA,B38383,ERS6160905,Yes
Additional sub-sample,,Pl_440,,ENC,,Lys9908,,E19270,6.98E+07,3.21E+05,A32294,NA,,NA,B38384,ERS6160906,No
Additional sub-sample,,Pl_440,12.3,SP6890,M236 ,Lys9909,71.8,E19271,2.25E+11,5.67E+05,A32295,NA,,NA,B38385,ERS6160907,No
Additional sub-sample,,Pl_440,12.3,SP6891,M237 ,Lys9910,84.5,E19272,1.43E+11,3.40E+05,A32296,NA,,NA,B38386,ERS6160908,No
Additional sub-sample,,Pl_440,12.3,SP6891,M237 ,Lys9911,75.9,E19273,1.70E+11,4.89E+05,A32297,NA,,NA,B38387,ERS6160909,Yes
Additional sub-sample,,Pl_440,12.3,SP6891,M237 ,Lys9912,66.1,E19274,1.82E+11,5.17E+05,A32298,NA,,NA,B38388,ERS6160910,Yes
Additional sub-sample,,Pl_440,12.3,SP6891,M237 ,Lys9913,73,E19275,2.03E+11,5.07E+05,A32299,NA,,NA,B38389,ERS6160911,No
Additional sub-sample,,Pl_440,12.3,SP6891,M237 ,Lys9914,69.9,E19276,1.02E+11,2.23E+05,A32300,NA,,NA,B38390,ERS6160912,Yes
Additional sub-sample,,Pl_440,14,SP6901,M247 ,Lys9915,72.3,E19277,1.37E+11,6.71E+05,A32301,NA,,NA,B38391,ERS6160913,Yes
Additional sub-sample,,Pl_440,14,SP6901,M247 ,Lys9916,62.5,E19278,1.39E+11,6.31E+05,A32302,NA,,NA,B38392,ERS6160914,Yes
Additional sub-sample,,Pl_440,14,SP6901,M247 ,Lys9917,71,E19279,1.14E+11,3.23E+05,A32303,NA,,NA,B38393,ERS6160915,Yes
Additional sub-sample,,Pl_440,14,SP6901,M247 ,Lys9918,70,E19280,1.07E+11,5.87E+05,A32304,NA,,NA,B38394,ERS6160916,Yes
Additional sub-sample,,Pl_440,14,SP6901,M247 ,Lys9919,66.4,E19281,9.60E+10,5.51E+05,A32305,NA,,NA,B38395,ERS6160917,No
Additional sub-sample,,Pl_440,12.1,SP6904,M250 ,Lys9920,53.2,E19282,5.15E+11,7.80E+05,A32306,NA,,NA,B38396,ERS6160918,Yes
Additional sub-sample,,Pl_440,,ENC,,Lys9921,,E19283,1.11E+08,7.66E+05,A32307,NA,,NA,B38397,ERS6160919,No
Additional sub-sample,,Pl_440,12.1,SP6904,M250 ,Lys9922,63.5,E19284,2.03E+11,2.80E+05,A32308,NA,,NA,B38398,ERS6160920,Yes
Additional sub-sample,,Pl_440,12.1,SP6904,M250 ,Lys9923,72.7,E19285,5.47E+11,4.82E+05,A32309,NA,,NA,B38399,ERS6160921,Yes
Additional sub-sample,,Pl_440,12.1,SP6904,M250 ,Lys9924,76,E19286,5.35E+11,4.17E+05,A32310,NA,,NA,B38400,ERS6160922,Yes
Additional sub-sample,,Pl_440,12.1,SP6904,M250 ,Lys9925,66,E19287,4.39E+11,4.15E+05,A32311,NA,,NA,B38401,ERS6160923,Yes
Additional sub-sample,,Pl_440,11.3,SP7547,E227 ,Lys9926,68,E19288,8.16E+10,1.57E+05,A32312,NA,,NA,B38402,ERS6160924,Yes
Additional sub-sample,,Pl_440,11.3,SP7547,E227 ,Lys9927,49,E19289,9.42E+10,2.16E+05,A32313,NA,,NA,B38403,ERS6160925,No
Additional sub-sample,,Pl_440,11.3,SP7547,E227 ,Lys9928,67.5,E19290,7.14E+10,1.47E+05,A32314,NA,,NA,B38404,ERS6160926,No
Additional sub-sample,,Pl_440,11.3,SP7547,E227 ,Lys9929,60.1,E19291,1.06E+11,2.35E+05,A32315,NA,,NA,B38405,ERS6160927,Yes
Additional sub-sample,,Pl_440,11.3,SP7547,E227 ,Lys9930,77.3,E19292,1.28E+11,1.52E+05,A32316,NA,,NA,B38406,ERS6160928,Yes
Additional sub-sample,,Pl_440,,LNC,,,,,1.15E+08,3.53E+05,A32318,NA,,NA,B38407,ERS6160929,No
Additional sub-sample,,Pl_440,11.3,SP7549,E229 ,Lys9931,70,E19294,2.17E+11,3.15E+05,A32320,NA,,NA,B38408,ERS6160930,Yes
Additional sub-sample,,Pl_440,11.3,SP7549,E229 ,Lys9932,54.9,E19295,2.41E+11,4.22E+05,A32321,NA,,NA,B38409,ERS6160931,No
Additional sub-sample,,Pl_440,11.3,SP7549,E229 ,Lys9933,68.9,E19296,2.45E+11,3.49E+05,A32322,NA,,NA,B38410,ERS6160932,No
Additional sub-sample,,Pl_440,,ENC,,Lys9934,,E19297,1.50E+08,5.78E+05,A32323,NA,,NA,B38411,ERS6160933,No
Additional sub-sample,,Pl_440,11.3,SP7549,E229 ,Lys9935,70.6,E19298,2.22E+11,2.88E+05,A32324,NA,,NA,B38412,ERS6160934,No
Additional sub-sample,,Pl_440,11.3,SP7549,E229 ,Lys9936,59.9,E19299,2.53E+11,3.71E+05,A32325,NA,,NA,B38413,ERS6160935,Yes
Additional sub-sample,,Pl_440,11.2,SP7550,E230 ,Lys9937,78.5,E19300,4.72E+11,5.79E+05,A32326,NA,,NA,B38414,ERS6160936,No
Additional sub-sample,,Pl_440,11.2,SP7550,E230 ,Lys9938,76.4,E19301,2.82E+11,3.70E+05,A32327,NA,,NA,B38415,ERS6160937,No
Additional sub-sample,,Pl_440,11.2,SP7550,E230 ,Lys9939,87.9,E19302,3.80E+11,5.90E+05,A32328,NA,,NA,B38416,ERS6160938,No
Additional sub-sample,,Pl_440,11.2,SP7550,E230 ,Lys9940,83,E19303,3.48E+11,5.31E+05,A32329,NA,,NA,B38417,ERS6160939,No
Additional sub-sample,,Pl_440,11.2,SP7550,E230 ,Lys9941,86.2,E19304,4.19E+11,5.65E+05,A32330,NA,,NA,B38418,ERS6160940,No
Additional sub-sample,,Pl_440,11.1/11.2,SP7554,E234 ,Lys9942,56.5,E19305,3.44E+11,5.39E+05,A32331,NA,,NA,B38419,ERS6160941,No
Additional sub-sample,,Pl_440,11.1/11.2,SP7554,E234 ,Lys9943,72.3,E19306,4.98E+11,6.13E+05,A32332,NA,,NA,B38420,ERS6160942,No
Additional sub-sample,,Pl_440,11.1/11.2,SP7554,E234 ,Lys9944,82.9,E19307,5.04E+11,5.74E+05,A32333,NA,,NA,B38421,ERS6160943,No
Additional sub-sample,,Pl_440,11.1/11.2,SP7554,E234 ,Lys9945,87.7,E19308,3.04E+11,4.18E+05,A32334,NA,,NA,B38422,ERS6160944,Yes
Additional sub-sample,,Pl_440,11.1/11.2,SP7554,E234 ,Lys9946,66.7,E19309,4.04E+11,5.88E+05,A32335,NA,,NA,B38423,ERS6160945,No
Additional sub-sample,,Pl_440,,ENC,,Lys9947,,E19310,1.70E+08,7.89E+05,A32336,NA,,NA,B38424,ERS6160946,No
Additional sub-sample,,Pl_440,11.2,SP7559,E239 ,Lys9948,79.5,E19311,4.44E+11,5.98E+05,A32337,NA,,NA,B38425,ERS6160947,No
Additional sub-sample,,Pl_440,11.2,SP7559,E239 ,Lys9949,70.3,E19312,4.28E+11,6.27E+05,A32338,NA,,NA,B38426,ERS6160948,No
Additional sub-sample,,Pl_440,11.2,SP7559,E239 ,Lys9950,90.7,E19313,3.72E+11,5.29E+05,A32339,NA,,NA,B38427,ERS6160949,Yes
Additional sub-sample,,Pl_440,11.2,SP7559,E239 ,Lys9951,72,E19314,4.74E+11,6.85E+05,A32340,NA,,NA,B38428,ERS6160950,No
Additional sub-sample,,Pl_440,11.2,SP7559,E239 ,Lys9952,75.1,E19315,3.70E+11,5.93E+05,A32341,NA,,NA,B38429,ERS6160951,No
Additional sub-sample,,Pl_440,11.2,SP7567,E247 ,Lys9953,48.2,E19316,1.17E+11,3.60E+05,A32342,NA,,NA,B38430,ERS6160952,Yes
Additional sub-sample,,Pl_440,,LNC,,,,,1.18E+08,3.86E+05,A32344,NA,,NA,B38431,ERS6160953,No
Additional sub-sample,,Pl_440,11.2,SP7567,E247 ,Lys9954,68.8,E19318,1.60E+11,5.10E+05,A32346,NA,,NA,B38432,ERS6160954,Yes
Additional sub-sample,,Pl_440,11.2,SP7567,E247 ,Lys9955,83.5,E19319,1.59E+11,4.37E+05,A32347,NA,,NA,B38433,ERS6160955,Yes
Additional sub-sample,,Pl_440,11.2,SP7567,E247 ,Lys9956,76,E19320,1.33E+11,3.44E+05,A32348,NA,,NA,B38434,ERS6160956,Yes
Additional sub-sample,,Pl_440,11.2,SP7567,E247 ,Lys9957,69.2,E19321,1.97E+11,4.25E+05,A32349,NA,,NA,B38435,ERS6160957,No
Additional sub-sample,,Pl_440,11.2,SP7576,E256 ,Lys9958,67.9,E19322,1.08E+11,2.88E+05,A32350,NA,,NA,B38436,ERS6160958,No
Additional sub-sample,,Pl_440,11.2,SP7576,E256 ,Lys9959,76.7,E19323,1.10E+11,2.89E+05,A32351,NA,,NA,B38437,ERS6160959,Yes
Additional sub-sample,,Pl_440,11.2,SP7576,E256 ,Lys9960,75.4,E19324,1.52E+11,3.31E+05,A32352,NA,,NA,B38438,ERS6160960,Yes
Additional sub-sample,,Pl_440,11.2,SP7576,E256 ,Lys9961,59,E19325,1.35E+11,3.21E+05,A32353,NA,,NA,B38439,ERS6160961,Yes
Additional sub-sample,,Pl_440,11.2,SP7576,E256 ,Lys9962,86.5,E19326,1.46E+11,3.68E+05,A32354,NA,,NA,B38440,ERS6160962,No
Additional sub-sample,,Pl_521,,ENC,,LYS8304,,E17078,1.04E+08,1.05E+06,A27400,NA,,NA,B32929,ERS6160805,No
Additional sub-sample,,Pl_521,20,SP6663,M8 ,LYS8305,47.7,E17079,1.55E+10,3.16E+05,A27401,NA,,NA,B32930,ERS6160806,No
Additional sub-sample,,Pl_521,20,SP6663,M8 ,LYS8306,84.6,E17080,2.78E+10,2.37E+05,A27402,NA,,NA,B32931,ERS6160807,No
Additional sub-sample,,Pl_521,19,SP6666,M11 ,LYS8307,46.2,E17081,1.70E+11,5.89E+05,A27403,NA,,NA,B32932,ERS6160808,Yes
Additional sub-sample,,Pl_521,19,SP6666,M11 ,LYS8308,67.9,E17082,1.34E+11,3.55E+05,A27404,NA,,NA,B32933,ERS6160809,Yes
Additional sub-sample,,Pl_521,19,SP6673,M18 ,LYS8309,70,E17083,1.21E+11,3.41E+05,A27405,NA,,NA,B32934,ERS6160810,No
Additional sub-sample,,Pl_521,19,SP6673,M18 ,LYS8310,58.4,E17084,1.22E+11,4.63E+05,A27406,NA,,NA,B32935,ERS6160811,No
Additional sub-sample,,Pl_521,19,SP6714,M59 ,LYS8311,65.1,E17085,5.86E+10,2.19E+05,A27407,NA,,NA,B32936,ERS6160812,No
Additional sub-sample,,Pl_521,19,SP6714,M59 ,LYS8312,54.7,E17086,8.36E+10,3.55E+05,A27408,NA,,NA,B32937,ERS6160813,Yes
Additional sub-sample,,Pl_521,20,SP6721,M66 ,LYS8313,62.2,E17087,2.60E+10,8.49E+05,A27409,NA,,NA,B32938,ERS6160814,Yes
Additional sub-sample,,Pl_521,20,SP6721,M66 ,LYS8314,70.7,E17088,2.97E+10,6.89E+05,A27410,NA,,NA,B32939,ERS6160815,No
Additional sub-sample,,Pl_521,,ENC,,LYS8315,,E17089,1.66E+08,1.20E+06,A27411,NA,,NA,B32940,ERS6160816,No
Additional sub-sample,,Pl_521,20,SP6725,M70 ,LYS8316,87.4,E17090,6.42E+10,5.31E+05,A27412,NA,,NA,B32941,ERS6160817,Yes
Additional sub-sample,,Pl_521,20,SP6725,M70 ,LYS8317,47.1,E17091,6.24E+10,9.13E+05,A27413,NA,,NA,B32942,ERS6160818,No
Additional sub-sample,,Pl_521,20,SP6727,M72 ,LYS8318,58.8,E17092,5.87E+10,6.88E+05,A27414,NA,,NA,B32943,ERS6160819,No
Additional sub-sample,,Pl_521,20,SP6727,M72 ,LYS8319,52.7,E17093,4.65E+10,6.82E+05,A27415,NA,,NA,B32944,ERS6160820,No
